NAME,SYMBOL,IS_PART_OF_SMI,SECTOR,ISIN_CODE,INDUSTRY,MARKET_CAP_MIO,SMI_WEIGHT,PRICE,VOL,TIMESTAMP
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.1,200,20171011090111
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.1,300,20171011090111
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.09,160,20171011090111
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.09,59,20171011090111
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.09,293,20171011090111
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.09,22,20171011090111
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.09,300,20171011090111
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.1,478,20171011090111
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.09,38,20171011090111
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.1,4022,20171011090111
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.09,455,20171011090111
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.09,545,20171011090111
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.1,22,20171011090111
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.2,500,20171011090058
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.2,13,20171011090058
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.2,176,20171011090058
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.2,51,20171011090058
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.2,60,20171011090058
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.2,9,20171011090058
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.2,52,20171011090058
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.2,16,20171011090058
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.2,323,20171011090058
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.2,317,20171011090058
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.2,1324,20171011090058
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.2,100,20171011090058
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.2,67,20171011090058
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.2,252,20171011090058
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.2,546,20171011090058
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.2,32,20171011090058
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.2,999,20171011090058
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.2,178,20171011090058
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.2,676,20171011090058
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.2,606,20171011090058
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.2,270,20171011090058
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.2,115,20171011090058
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.2,57,20171011090058
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.2,167,20171011090058
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.2,7,20171011090058
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.2,64,20171011090058
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.2,79,20171011090058
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.2,52,20171011090058
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.2,50,20171011090058
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.2,7,20171011090058
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.2,676,20171011090058
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.2,57,20171011090058
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.2,71,20171011090058
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.2,350,20171011090058
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.2,426,20171011090058
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.2,35,20171011090058
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.15,495,20171011090125
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.15,564,20171011090126
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.2,389,20171011090058
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.2,500,20171011090058
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.2,2000,20171011090058
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.22,740,20171011090058
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.26,133,20171011090058
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.12,400,20171011090116
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.12,4600,20171011090116
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.12,79,20171011090116
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.12,261,20171011090116
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.16,47,20171011090116
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.16,340,20171011090116
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.2,500,20171011090116
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.2,235,20171011090116
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.15,375,20171011090136
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.15,600,20171011090136
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.15,600,20171011090139
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.15,600,20171011090139
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.15,685,20171011090139
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.15,1081,20171011090139
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.15,345,20171011090139
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.2,300,20171011090139
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.22,180,20171011090139
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.22,150,20171011090139
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.22,150,20171011090139
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.22,300,20171011090139
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.24,32,20171011090139
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.25,345,20171011090139
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.28,205,20171011090327
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.28,330,20171011090327
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.28,436,20171011090327
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.27,350,20171011090327
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.26,232,20171011090327
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.26,28,20171011090327
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.25,160,20171011090327
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.25,66,20171011090327
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.28,290,20171011090327
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.28,290,20171011090327
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.26,170,20171011090200
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.28,943,20171011090200
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.29,500,20171011090200
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.3,1034,20171011090200
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.3,300,20171011090200
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.31,332,20171011090200
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.2,500,20171011090537
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.25,220,20171011090512
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.22,310,20171011090512
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.22,168,20171011090512
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.26,750,20171011090353
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.2,237,20171011090703
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.16,500,20171011090817
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.16,203,20171011090817
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.16,480,20171011090817
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.15,214,20171011090817
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.14,113,20171011090830
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.2,230,20171011091057
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.2,163,20171011091118
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.2,67,20171011091118
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.18,2,20171011091015
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.18,27,20171011091015
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.18,150,20171011091015
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.14,290,20171011091000
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.14,310,20171011091000
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.14,90,20171011091000
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.14,14,20171011091000
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.14,401,20171011091000
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.15,514,20171011091000
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.16,77,20171011091000
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.16,53,20171011091000
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.16,314,20171011091000
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.16,150,20171011091000
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.17,260,20171011091000
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.17,531,20171011091000
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.16,150,20171011091000
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.17,105,20171011091000
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.18,95,20171011091000
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.24,493,20171011091311
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.22,309,20171011091259
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.22,25,20171011091259
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.22,200,20171011091259
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.23,230,20171011091300
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,30.71,135,20171012090539
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,30.71,54,20171012090539
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,30.71,197,20171012090539
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,30.7,4,20171012090719
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,30.61,100,20171012090106
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,30.61,115,20171012090106
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,30.61,11,20171012090106
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,30.61,119,20171012090106
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,30.61,164,20171012090106
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,30.61,33,20171012090106
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,30.61,137,20171012090106
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,30.61,27,20171012090106
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,30.61,16,20171012090106
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,30.61,165,20171012090106
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,30.61,158,20171012090106
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,30.61,80,20171012090106
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,30.61,170,20171012090106
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,30.61,17,20171012090106
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,30.61,18,20171012090106
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,30.61,119,20171012090106
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,30.61,165,20171012090106
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,30.61,36,20171012090106
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,30.71,190,20171012090752
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,30.71,20,20171012090804
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,30.73,330,20171012090922
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,30.73,336,20171012090922
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,30.74,111,20171012091108
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,30.76,91,20171012091108
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,30.77,51,20171012091111
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,30.77,310,20171012091111
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.22,47,20171011091727
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.22,16,20171011091727
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.19,67,20171011091658
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.23,66,20171011091746
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.23,19,20171011091746
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.23,51,20171011091746
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.22,203,20171011091833
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.21,230,20171011091841
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.23,300,20171011091536
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.22,282,20171011091653
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.22,306,20171011091653
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.22,12,20171011091653
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.22,40,20171011091653
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.21,340,20171011091653
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.21,260,20171011091653
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.21,231,20171011091653
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.21,228,20171011091653
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.18,211,20171011091653
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.22,230,20171011092425
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.2,381,20171011092425
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.2,600,20171011092425
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.2,336,20171011092425
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.2,479,20171011092425
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.19,615,20171011092425
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.21,380,20171011092426
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.21,30,20171011092426
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.22,100,20171011092447
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.21,413,20171011092617
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.21,230,20171011092617
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.21,110,20171011092617
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.21,169,20171011092617
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.21,230,20171011092634
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.19,76,20171011092740
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.23,400,20171011092551
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.19,308,20171011092740
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.18,231,20171011092741
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.2,231,20171011092712
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.2,225,20171011092222
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.22,95,20171011092223
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.22,93,20171011092223
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.22,353,20171011092223
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.23,1459,20171011092223
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.23,460,20171011092223
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.23,390,20171011092223
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.23,108,20171011092223
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.23,192,20171011092223
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.23,195,20171011092223
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.22,203,20171011092312
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.22,230,20171011092312
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.16,93,20171011093953
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.17,70,20171011093939
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.17,115,20171011093939
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.17,131,20171011093939
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.12,310,20171011093253
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.12,68,20171011093253
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.12,22,20171011093253
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.13,101,20171011093253
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.17,218,20171011093018
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.17,208,20171011093146
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.17,170,20171011093146
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.17,480,20171011093146
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.18,290,20171011094225
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.18,64,20171011094225
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.19,368,20171011094225
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.17,125,20171011092854
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.17,231,20171011093931
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.2,353,20171011094241
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.2,500,20171011094241
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.2,52,20171011094241
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.2,131,20171011094241
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.2,300,20171011094241
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.2,200,20171011094241
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.16,131,20171011093635
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.16,206,20171011093329
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.16,17,20171011093854
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.16,247,20171011093854
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.16,203,20171011093854
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.16,203,20171011093854
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.16,131,20171011093854
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.16,400,20171011093854
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.17,400,20171011093854
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.17,183,20171011093146
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.17,480,20171011093146
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.17,228,20171011093146
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.17,751,20171011093146
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.18,352,20171011093146
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.16,231,20171011093159
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.16,165,20171011093159
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.17,231,20171011092936
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.15,284,20171011093530
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.13,324,20171011093530
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.18,72,20171011094506
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.14,231,20171011093600
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.18,159,20171011094518
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.18,16,20171011094518
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.18,273,20171011094518
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.18,284,20171011094518
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.18,114,20171011094518
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.17,80,20171011094519
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.17,397,20171011095239
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.17,131,20171011095239
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.17,62,20171011095239
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.17,150,20171011095239
ARYZTA N,ARYN,0,2400,CH0043238366,10,2810.0,unknown,31.17,16,20171011095239
